prompts
twelve trains
unfortunately those
train tr3844
tr8143 departs
greathow can
the is
tr0904 has
the tr4351
tr8932 will
tr1581 leaves
since this
there s
camboats phone
your passage
the entrance
as a
riverside brasseri
"great ,"
may i
tr7423 leaves
train tr7307
very good
kambar is
sure do
the backstreet
the bryard
before going
tr1952 leaves
tr6697 departs
these trains
does price
but of
the tr9084
perhaps with
alright great
that guest
bye now
you really
the meze
"thank ,"
its an
ive boked
does it
second time
street .
train tr0798
its phone
tr0104 would
yes kirkwood
meghan is
okay we
tr9805 will
tr6759 leaves
nusha is
train tr5921
sure their
the el
i could
no boats
and free
the phone
train tr2775
okay tr9424
the centre
tr4689 is
01223446100 .
a few
"oh ,"
tr0053 leaves
tr8399 leaves
tr3810 is
tenpin address
529 newmarket
tr1392 .
prezzo in
the tr3257
okay all
sorry .
what was
tr2860 leaves
reservation for
ali baba
just did
correction i
they is
okay done
lynne stover
train tr2987
the church
bridge guest
tr4828 departs
tr2175 will
tr1342 leaves
tr6626 leaves
16:09 17:54
i'll recommend
that was
tr5695 departs
bridge guesthouse
i always
sesame restaurant
the tr4673
you table
goodbye to
no its
the acorn
safe travels
limehouse is
alrighty then
cityroomz has
train tr5686
tr2636 is
kambar nightclub
i searched
the tr4288
tr5225 arrives
no information
would leaving
the ballare
hotel allenbell
the alpah-milton
"i ,"
no quite
tr0467 leaves
the tr1499
a table
chiquito restaurant
tr941 leaves
alright what
castle galleries
cb23dt .
tr6834 departs
nusha is
rainid departure
the huntington
tr1681 leaves
phone number-01223247877
their general
for 16.50
tr2292 leaves
jesus lane
the broughton
please modifiy
reservations for
tr6488 departs
and you
i'll gladly
yes michaelhouse
it may
tr2987 departs
allenbell is
the emergency
don pasquale
tr6016 will
welcome amd
i understand
tr8509 will
almost there
unfortunately that
starting on
tr2855 will
tr3330 will
the tr9900
acorn house
tr6224 leaves
so the
nothing fits
little seoul
yes cityroomz
oops .
d recommend
all trains
17.60 pounds
booking was
ok its
ask me
you must
tr1681 will
which part
the room
i understand
i searched
just to
avalon has
university arms
the tr9933
that sounds
i glad
backstreet bistro
booking confirmed
"again ,"
glad that
tr8135 departs
okay anytime
tr1062 arrives
the tr9926
where do
tr8705 will
train tr6697
i ha
the tr9835
the emergency
tr7578 will
37 pounds
welcome again
no record
01223350914 is
is it
"perfect ,"
the hobsons
tr0315 arrives
each train
"unfortunatly ,"
the tr3225
does location
would it
okay do
bye for
tr9805 will
both the
the tr2292
tr9062 will
no we
any other
grafitti has
a table
yeah all
i hovw
i honestly
cb23dt .
sadly i
enjoy yourself
tr1659 departs
tickets on
there is
01223292094 is
train tr8842
tr1159 will
and just
in which
from where
closest police
parkside swimming
aylesbury odge
i'll book
the shanghai
the tr0196
okay where
phone: 01954714600
tr8824 is
education is
tr5669 leaves
i highly
the club
5 trains
sorry .
the city
darry 's
okay thanks
darry 's
okay great
the tr1492
the bishops
no fee
the jinling
then i
tr8631 will
the id
"goodbye ,"
ok where
tr7245 arrives
so you
the tr3732
ok alexander
everything is
the stazione
tr5089 arrives
what days
tr4967 arrives
train tr7307
your all
sorry yes
would another
just for
when is
tr9062 will
"sure ,"
tr7317 leaves
tr7648 will
tr7293 will
castle galleries
4 stars
6 trinity
yes yur
bot museums
trainid tr6745
train tr2912
ok just
hamiliton lodge
scott polar
its ok
between victoria
train tr0996
tr2000 takes
i haven't
no train
caffee uno
train tr9533
entertainment .
tr4256 will
train number
train tr4447
the tr3805
the tr2973
train tr0552
3 nights
university of
city center
75.10 pounds
kindly specify
great you
the allenbell
alright it
the earlest
sorry unfortunately
tr4117 is
01223353110 is
absolutely .
zizzi cambridge
maybe old
tr2478 leaves
tr8631 will
the 5:54
darry 's
the tr3207
then train
cityroomzs hotel
i booked
what specific
at 4
it certain
correct .
the tr2508
it works
the tr0467
there does
train 2662
no trouble
the ticket
any location
alright what
perhaps we
train tr8135
to book
the tr3225
its ok
the are
sure how
tr8431 leaving
the tr9547
01223357708i is
the kirkwood
unfortunately bookings
hk fusion
3.52 pounds
tr8632 leaves
tr0104 would
there sure
"01223337766 ,"
train tr1791
the sesame
park street
before we
105 minutes
looks like
yes ahley
tr3373 meets
text us
"hi ,"
sure thingwhat
the vehicle
yes cityroomz
please call
tr8126 would
oh may
sure thing
okay your
tr8604 leaves
tr9202 costs
let first
the alpha-minton
tr0212 departs
yes can
you now
nando 's
you already
no records
01223312843 is
arbury lodge
tr0471 leaving
kymmoy is
there are
train tr8466
sure .
more specifically
royal standard
tr4187 is
the search
tr4404 leaves
train tr6799
"cb23nj ,"
bedouin 's
tr8890 arrives
moderate price
it appears
kings college
here is
tr6210 arrives
autumn house
alright then
th kymmoy
the archyway
where from
01223336540 it
you bet
"welcome ,"
in expensive
you've got
the tr1662
gdsgfsd fg
yippee noolde
4 stars
before booking
okay do
tr3158 departs
cineworld cinema
youre being
their postal
the j
absolutely i
why yes
please clarify
the yipppee
tr9680 leaves
tr3207 will
maybe i
train #tr4330
starting what
parking and
pizza express
be careful
the backstreet
the tr2885
tr2503 can
train tr2232
sorry about
ikcbzmlx is
tr7733 is
hk fusion
the tr5729
tr5921 departs
hills rd
they serve
glad that
tr0919 leaves
ask for
tr6939 arrives
8.08 pounds
train tr4863
the alexander
the j
46 jesus
the tr9366
and at
tr7092 leaves
sorry .
pizza express
sure they
tr0415 leaves
the whale
booking for
christ 's
how 's
cb18dw is
addenbrookes hospital
the tr3387
the india
that bring
i cancelled
22 sidney
happy anniversary
train# tr7759
which food
the tr1502
sure thingwhat
train tr5688
no expensive
my attempt
the tr3543
are you
the tr1006
the meze
three guesthouses
sure !
they have
they just
i got
tr4170 leaves
tr8372 leaves
tr0925 leaves
so we
the williams
"yes ,"
51 trumpington
cityroomz hotel
okwhat day
tr2083 will
tr8202 is
what interests
the tr7447
the tr6715
no matches
tr5413 leaves
no matches
the varsity
train tr4626
trains leave
grey skoda
"hmmm ,"
great street
tr2153 arrives
the tr2211
tr1120 leaves
thre are
"congratulations ,"
the little
tr0053 leaves
twenty one
both facilities
cb23qf .
i search
okay how
tr8935 leaves
yes but
howe about
tr9236 leaves
saint johns
ask is
sorry about
train tr7195
"sure ,"
pembroke college
addenbrokes hospital
hamiliton lodge
your booking
there multiple
cambridge contemporary
tr4813 leaves
tr5343 leaves
01223334860 is
tr8394 arrives
the kymmoy
what ammenities
01223337766 .
thier phone
huntington marriot
education is
"tr1163 ,"
i want
i avenue
too many
for guesthouses
yu garden
right .
in what
tr1800 leaves
train tr0996
cambridge leisure
booked for
a single
shouldn't be
i happen
tr4256 will
17.60 pounds
that ticket
it leaves
milton road
we thank
the allen
for architecture
best of
thank your
it'll be
oh good
our records
that specific
the nightclubs
yes chery
milton country
can i
sure here
pardon me
what time
trains from
trainid tr9020
kohinoor 's
is it
yes sir
the entry
the tr9892
that reservation
wen do
the hobson
tr7406 leaves
just about
alright have
the jesus
i was
cb39ey .
the postcode
those reservations
your reservation
curry garden
you will
tr7578 will
african huh
01223259988 is
okay there
bye for
tr9680 leaves
and at
the tr3450
thank you
train tr0552
the general
those are
the tr7683
yes most
nothing fits
ow about
to clarify
anything else
train tr1465
alright a
tr5077 leaves
tr3810 would
tr2138 arrives
your grey
thanks !
sometimes we
good bye
all right
what i
yes certain
train tr0734
tr4975 matches
the tandoori
train tr2078
"address ,"
okay just
train tr5484
i recommend
we sure
unfortunately with
"ok ,"
no there
i'll also
look out
train tr5567
hotel allenbell
no pools
tang chinese
then cityroomz
05:01 07:44
fantastic .
no pools
postcode: c
tr1148 leaves
for what
text us
the restaurant
that departs
the japanese
train tr7483
cityroomz looks
what attraction
tr2634 can
train tr9114
the tr0196
9.80 pounds
sure- where
the gonville
the da
for 60.08
that leave
01223355711 is
tr6572 is
tr0141 will
please show
sorry for
please tell
train tr6688
that specific
unfortunately those
tr4537 has
alright when
tr9236 leaves
eraina has
to you
based on
the tr5089
postcode: cb43nl
12.80 pounds
the tr3158
tr7423 cambridge
the soonest
you were
pembroke college
train tr3234
"not ,"
train tr0440
tr1659 departs
which has
gonville is
tr8662 runs
from what
the tr8272
lynne strover
tr0768 leaves
why not
need any
would train
that post
the zip
hace a
el shaddi
its location
tr4235 departs
tr6167 leaves
the respiratory
here 's
one moment
there seems
and a
if a
wagamama serves
trains depart
bye .
charlie chan
ca i
take care
how 's
addenbrookes is
welcome .
37 pounds
tr0774 arrives
with a
train tr5902
tr7043 departs
your booking
most nightclubs
i regret
the loch
tr8017 leaves
enjoy yourself
the michael
train tr8736
no .
its expensive
north 154
eraina is
tr3637 will
4.10 pounds
the tr9905
tr4708 departs
okay i
sorry the
train tr8292
yes its
the tr8662
the tr3685
i believe
again that
the anatolia
when were
aylesbray lodge
tr2061 arrives
the huntington
the best
when could
ballare 's
their postcode
lots !
alright your
train tr2958
tr0532 departs
tr0545 can
tr6809 leaves
tr2021 is
tr3602 arrives
train tr8530
since that
thanks have
awesome !
train tr0440
tr4748 leaves
the aylesbury
sure u
starting at
well 4
the tr6067
tr8126 arrives
im not
24 green
not available
your options
alright have
caffee uno
00872208000 is
tr9964 departs
i certain
my math
oh they
"right ,"
tr5154 takes
panahar looks
the tr1342
it works
what place
what movie
no you
"05:39 ,"
arrival time
the tr9332
ok de
i regret
tr5694 leaves
tr1492 arrives
we may
the tr8662
great saint
great idea
gonville and
the contact
out of
unfortunately there
tr0466 leaves
both facilities
your pickup
tr9448 is
cityroomz matches
best price
17:15 was
you have
tr5431 fits
grafton hotel
sorry about
the tr3450
you want
train tr4840
train 2662
thanks a
tr0357 will
tr0212 leaves
the bloomsbury
we hope
look out
parkside police
bridge guest
prezzo 's
we hope
there appear
cambridge university
oh good
in my
tr8224 arrives
your driver
my pleasure
so ugly
the hotpot
tr5170 is
the rice
avalon is
oh yes
where are
telephone :
what information
your driver
happy birthday
the typical
this train
the rating
ali baba
the tr5998
tr6016 will
wifi is
most things
scadamores punting
parkside pool
yeah sore
alright got
nothing is
01223245151 is
great kymmoy
the tr4016
ah yes
no hotel
01223259988 is
best choice
the tr4235
i gave
"goos-bye ,"
train tr8292
01223308871 is
i cant
75.10 pounds
you have
how great
j restaurant
so you
cinema cinema
tr3843 will
train tr9611
tr7827 leaves
the chiquito
ikcbzmlx is
the tr9286
im happy
the postal
tr0033 departs
the tr0017
tr0212 leaves
reference number:
moderate range
sure for
but of
chinese would
tr5358 leaves
train tr3087
the tr8519
train tr1800
trinity college
okay what
tr7309 would
tr9545 arrives
tr8306 leaves
the train
which attraction
the concerthall
tr8118 is
tr6357 leaves
no thanks
booking is
yes booking
tr0212 departs
the tr7853
the centre
tr2621 arrives
ali baba
tr6607 .
tr7094 leaves
tr0532 arrives
that gives
alright your
the zizzi
both gonville
well what
train tr5154
tr1036 will
the tr7853
this one
meghna is
kettles yard
both warkworth
if that
thanh binh
anatolia 's
where will
could you
there you
you said
tr0467 leaves
as it
claire hall
the jesus
tr5499 leaves
cb23qf is
tr5212 departs
the center
the swimming
hi i
alright your
the travel
thanks alot
tr1784 departs
the tr2211
the tr8974
that narrows
they were
the hospital
tang chinese
tr2125 leaves
the tr7843
tr4673 leaves
train tr7879
tr0788 arrives
so i
great you
the tr9905
any more
the maharajah
"whoops ,"
sorry booking
that leaves
tr3128 will
howe about
located at
so do
tr8792 departs
so to
the bridge
that i
train tr3138
the tr2515
74 mill
are searching
we could
the stazione
greati have
tr2939 would
sorry to
tr0559 leaves
tr1584 arrives
woudl you
tr6357 leaves
i pulled
if the
tr1079 leaves
good by
01223240089 is
found 2
trains depart
fantastichave a
08712240240 .
recommend pizza
yes eraina
la raza
01223464646 is
meghan is
the trains
tr4859 is
tr4828 departs
any departure
the tr9859
you and
the name
okay where
tr4824 leaves
ok and
train 8665
okay christ
the centre
their post
which section
nothing in
trainid departure
tr2950 will
how 's
lets start
almost all
fine .
frankie and
i don
train tr0315
your cab
sure !
tr9452 leaves
the anatolia
52 mill
tr6572 is
wandlebury country
the tr7447
addesbrookes hospital
goodbye to
will this
im glad
booking for
after checking
the tr9487
tr2175 will
wonderful i
our system
train tr6662
i could
phone: 01954714600
"goodbye ,"
the tr3470
tr2941 arrives
i hovw
tr0953 going
there address
indeed i
the cambridge
if a
trinity college
tr1079 leaves
have we
the archyway
wagamama is
we sure
where is
little saint
tr1828 is
going by
tr1817 leaves
allenbell does
train tr3695
graffiti serves
what aspects
"yeah ,"
yes had
the botanical
the trainid
oh i
need any
you asked
the tr3370
seems like
train tr4553
tr8466 leaves
the tr1892
tr4792 leaves
the hotel
name is
the cityrooma
you sure
kettles yard
funky fun
hamiliton lodge
not an
fell free
"several ,"
la raza
we only
yes ugly
train tr3190
their postal
my computer
yes their
1 guest
enjoyed your
anything in
there postal
okay for
train tr0767
tr8080 arrives
please find
tr2586 arrives
ok thank
what i
tr7931 departing
your arrival
the archyway
that we
ugly duckling
well what
fantastic .
th kymmoy
neither is
sure can
do you
oh wait
where and
yes yur
the tr7309
train tr0734
the saint
headed to
tr3577 will
sure are
the entries
tr7803 will
oh good
between which
tr2436 will
how long
could i
when were
the tr7458
train tr4373
not on
train tr6524
the soonest
tr0615 departs
le t
got itthe
the gardenia
saigon city
bangkok city
"certain ,"
to or
tr3212 leaves
are there
tr1492 arrives
are there
it appears
curry price
greati have
6 of
oops .
what criteria
parkside swimming
train tr4664
tr3353 leaves
booked !
most definite
the tr3371
the incorrect
08715501010 can
tr4212 leaves
oh may
just did
in my
the eraina
reservation booked
among the
gonville hotel
okay anatolia
would train
perfect .
entrance to
attractions are
tr5358 will
great are
train tr4283
not sure
are there
ask is
the tr1144
kymmoy 's
we are
the acorn
tr0254 leaves
i always
"then ,"
try riverside
the williams
"bye ,"
and can
tr7855 will
my last
that hotel
tr8272 leaves
tr7310 is
yes postcode
ikcbzmlx is
tr1843 leaves
and will
i said
the worth
wandlebury country
anything specific
out of
i suggest
unfortunately none
tr2025 leaves
wonderful !
train tr3138
the ugly
tr6954 departs
the tr3371
right .
you were
than you
the 16:09
lets narrow
o booked
the alpha
in expensive
7.84 pounds
alright we
acorn house
in british
kambar is
"architecture ,"
okay shanghai
which type
ask me
tr6688 leaves
nusha is
two results
excellent !
that leaves
tr1958 leaves
nandos number
that sounds
aylesbray lodge
the fare
entrance fee
tr3515 will
great choice
tr8199 will
fantastic .
some do
the royal
nothing was
your white
city center
ok no
tr0721 departs
definite -ly
lensfield is
tr1800 leaves
tr4170 leaves
sure can
train tr9102
sure they
there a
rajmahal is
great where
1-6 corn
tr6998 will
01223866800 .
okwhat type
the j
that arrives
i recommend
17.90 pounds
train tr3695
tr3197 leaves
funky fun
train tr0927
the tr9933
the tr3347
there no
